175.000,65.000,13.000,24.000
177.677,65.419,12.912,24.012
177.301,65.972,12.898,24.020
179.634,64.745,12.906,24.051
181.646,64.083,12.755,24.251
181.139,64.273,12.743,24.297
182.811,64.185,12.650,24.317
183.206,64.061,12.567,24.373
182.890,63.589,12.649,24.293
184.457,63.392,12.566,24.391
184.194,63.258,12.577,24.424
186.026,63.571,12.383,24.283
186.394,64.170,12.276,24.171
187.891,63.198,12.353,23.945
188.380,62.917,12.433,23.746
189.474,61.522,12.366,23.851
189.098,61.399,12.449,23.878
190.971,61.090,12.580,23.746
190.818,60.984,12.506,23.691
191.312,60.866,12.500,23.613
192.791,60.622,12.478,23.729
192.592,60.927,12.509,23.863
194.219,60.768,12.631,23.856
194.102,61.168,12.768,23.953
195.646,60.457,12.836,24.068
195.795,60.115,12.739,24.177
195.948,60.714,12.801,24.180
197.595,60.309,12.621,24.344
197.705,59.915,12.387,24.603
198.701,59.999,12.356,24.762
198.794,60.052,12.269,24.993
200.381,60.821,12.352,24.920
200.588,60.485,12.119,25.109
200.223,60.246,11.966,25.262
201.514,60.587,12.006,25.139
201.520,60.940,11.915,25.174
203.814,61.139,11.777,25.064
204.016,61.365,11.709,24.942
204.207,61.573,11.661,24.856
204.886,61.916,11.735,24.490
204.818,62.229,11.760,24.296
205.726,59.750,11.769,24.490
205.802,59.543,11.681,24.734
206.944,57.785,11.730,24.826
207.348,57.886,11.721,25.094
206.995,57.561,11.677,25.382
207.676,57.968,11.821,25.465
207.882,57.938,11.788,25.680
209.972,57.615,11.965,25.689
209.975,57.331,12.101,25.681
210.660,56.398,12.119,25.758
211.049,56.031,12.215,25.693
212.013,56.050,12.338,25.650
212.134,55.892,12.381,25.710
212.821,55.414,12.390,25.839
212.989,55.036,12.365,25.944
213.153,54.674,12.347,26.019
213.650,55.224,12.501,25.929
213.856,55.029,12.566,25.925
214.283,55.399,12.558,25.822
214.697,55.451,12.569,25.873
214.768,55.361,12.587,25.945
215.193,55.142,12.748,25.840
215.655,55.081,12.945,25.804
216.286,54.004,12.963,25.954
216.157,53.237,12.972,26.020
216.848,53.312,12.989,26.041
217.541,53.389,13.002,26.056
217.265,52.852,13.005,26.151
217.788,52.876,12.982,26.156
218.306,52.912,12.967,26.155
219.232,53.215,12.962,26.046
219.225,53.285,12.930,26.018
220.273,53.492,12.978,25.891
220.301,53.143,12.969,25.755
221.244,52.755,12.914,25.777
221.792,52.402,12.831,25.691
221.408,51.924,12.731,25.695
223.123,51.449,12.688,25.734
222.765,50.985,12.631,25.786
223.063,52.954,12.702,25.687
223.021,52.625,12.761,25.544
222.990,52.269,12.801,25.440
223.604,52.186,12.812,25.319
223.992,51.933,12.835,25.220
224.881,52.356,13.013,25.093
224.616,52.129,12.990,25.063
225.436,52.269,13.017,24.935
225.500,52.078,13.047,24.890
226.273,51.319,13.005,24.983
226.396,50.669,12.973,25.013
226.468,50.360,12.975,24.962
226.943,49.314,12.875,24.928
227.202,48.902,12.807,24.857
228.749,48.580,12.777,24.769
228.102,48.406,12.794,24.695
229.215,48.621,12.810,24.482
229.440,47.913,12.757,24.332
229.257,47.995,12.663,24.351
230.360,47.870,12.734,24.094
230.504,47.732,12.757,23.936
231.528,47.953,12.471,24.179
232.029,48.036,12.376,24.350
231.769,47.297,12.214,24.561
232.251,47.080,12.113,24.748
232.586,47.155,12.174,24.645
232.929,47.216,12.218,24.573
232.890,46.950,12.151,24.692
233.379,47.195,12.189,24.614
233.313,47.337,12.226,24.561
233.909,47.652,12.214,24.577
234.073,47.910,12.229,24.645
234.239,48.178,12.239,24.693
234.308,45.739,12.232,24.851
235.075,44.323,12.176,24.945
235.428,44.210,12.316,24.872
235.288,44.190,12.364,24.881
235.987,44.442,12.234,25.068
236.228,44.505,12.092,25.148
237.053,44.768,12.027,25.128
236.971,44.828,11.919,25.205
236.878,44.907,11.845,25.255
237.525,45.074,11.847,25.086
237.738,45.000,11.828,25.002
239.241,42.462,11.681,24.888
239.103,42.553,11.489,24.762
239.270,42.878,11.617,24.430
239.455,43.155,11.709,24.192
239.171,42.760,11.684,24.019
239.998,43.512,11.814,23.793
240.481,42.078,11.869,23.656
240.488,42.645,11.948,23.395
240.431,42.812,12.016,23.339
240.813,43.223,12.077,23.208
240.759,43.164,11.985,23.128
240.691,43.093,11.916,23.076
241.222,43.265,11.843,23.025
241.742,43.429,11.792,22.990
242.313,42.958,11.829,23.016
241.992,42.445,11.725,23.068
243.569,42.173,11.902,22.975
243.017,41.795,11.844,22.931
242.988,41.370,11.826,22.886
244.855,41.746,11.950,22.742
244.397,41.063,11.871,22.769
244.650,41.814,11.958,22.528
244.865,42.051,11.896,22.403
245.607,41.943,11.874,22.347
245.768,41.662,11.802,22.338
245.415,41.342,11.753,22.324
247.522,41.449,11.650,22.150
247.059,41.449,11.606,22.023
248.362,41.593,11.571,22.093
247.725,41.576,11.497,22.169
248.263,41.520,11.415,22.141
248.288,41.286,11.331,22.171
248.301,41.057,11.273,22.193
249.144,40.984,11.231,22.114
249.118,40.810,11.148,22.069
249.538,40.896,11.052,22.056
249.944,40.979,10.984,22.046
249.894,40.934,10.953,22.004
250.391,40.885,11.028,21.962
250.412,40.683,11.060,21.941
250.855,40.534,11.009,21.869
250.845,40.332,11.004,21.802
250.834,40.119,11.001,21.756
251.355,39.953,11.079,21.544
251.474,39.981,11.184,21.511
251.667,39.717,11.182,21.525
251.859,39.455,11.180,21.536
252.471,39.172,11.229,21.493
252.190,39.227,11.210,21.493
252.840,39.211,11.199,21.396
252.984,38.953,11.240,21.296
253.103,38.986,11.328,21.266
254.236,38.926,11.365,21.207
254.258,38.667,11.323,21.201
254.273,38.406,11.293,21.197
254.425,38.479,11.206,21.176
254.562,38.553,11.148,21.158
255.051,38.626,11.131,21.040
254.633,38.575,11.071,20.990
255.251,38.582,11.128,20.876
254.972,38.512,11.138,20.819
255.412,38.566,11.105,20.829
255.287,38.621,11.036,20.886
255.701,38.675,11.040,20.878
255.272,38.516,11.089,20.873
255.274,38.374,11.111,20.862
255.585,38.008,11.161,20.862
255.862,38.064,11.202,20.724
255.818,36.464,11.183,20.666
255.765,36.835,11.168,20.629
255.656,36.571,11.193,20.596
256.006,36.823,11.211,20.527
256.285,36.520,11.243,20.488
257.033,36.710,11.186,20.479
257.020,36.575,11.116,20.415
257.792,36.129,11.058,20.457
257.718,35.655,11.000,20.637
257.705,35.576,10.904,20.678
258.922,35.702,10.849,20.665
258.902,35.495,10.719,20.789
259.378,35.428,10.691,20.859
258.954,35.291,10.623,20.974
259.322,35.248,10.524,21.039
259.675,35.213,10.452,21.086
259.675,35.306,10.408,21.101
260.207,35.097,10.369,21.128
260.278,34.862,10.313,21.199
260.644,32.784,10.351,21.280
260.536,32.873,10.370,21.329
261.148,33.096,10.402,21.350
260.850,33.213,10.435,21.401
260.557,33.337,10.458,21.436
261.385,32.952,10.525,21.429
261.335,32.905,10.502,21.557
261.796,32.869,10.647,21.433
261.857,32.625,10.643,21.450
261.917,32.384,10.640,21.461
262.255,32.366,10.704,21.438
262.094,32.353,10.761,21.446
262.577,32.172,10.912,21.303
262.571,31.909,10.965,21.206
263.392,31.636,10.926,21.207
263.137,31.595,10.925,21.311
262.883,31.569,10.924,21.384
263.846,31.444,10.946,21.447
263.886,31.314,10.843,21.616
264.528,31.150,10.786,21.760
263.927,30.795,10.733,21.934
263.925,30.687,10.834,21.918
263.938,30.577,10.905,21.905
264.391,30.425,10.941,21.845
264.849,30.263,10.965,21.803
264.162,30.235,10.937,21.828
264.601,30.269,10.957,21.768
264.061,30.367,10.912,21.752
264.686,30.354,11.020,21.683
264.302,30.359,11.076,21.640
264.951,30.329,11.135,21.604
264.924,30.090,11.151,21.712
264.865,30.065,11.247,21.812
265.508,29.334,11.227,21.975
265.623,29.281,11.222,21.983
266.319,29.163,11.290,21.871
265.898,29.066,11.313,21.832
265.991,28.957,11.353,21.778
