66.000,28.000,31.000,35.000
66.073,32.436,31.461,34.412
67.900,33.548,31.707,34.144
68.269,34.938,31.990,33.911
68.456,34.967,31.958,33.963
70.363,36.159,32.088,33.942
70.368,36.837,32.185,33.987
70.386,37.492,32.260,34.021
71.968,38.645,32.346,34.053
73.762,39.755,32.341,34.273
74.107,40.913,32.417,34.327
75.607,42.503,32.401,34.324
76.921,43.710,32.493,34.379
76.925,44.076,32.478,34.407
78.614,45.294,32.655,34.335
80.659,46.218,32.780,34.393
81.305,48.047,33.002,34.292
81.523,48.915,33.168,34.366
82.721,49.541,33.467,34.264
83.789,50.507,33.620,34.380
85.179,51.844,33.875,34.450
86.035,52.043,34.058,34.607
87.103,53.913,34.441,34.637
88.314,55.090,34.637,34.768
89.414,56.661,35.100,34.794
90.616,58.071,35.378,34.951
91.913,57.759,35.458,35.250
92.754,59.130,35.664,35.499
93.277,60.782,35.821,35.683
95.142,61.741,36.052,35.981
96.920,62.367,36.218,36.224
98.494,64.619,36.539,36.258
99.958,65.632,36.648,36.520
101.515,66.634,36.789,36.856
102.954,68.214,37.149,36.956
104.288,68.569,37.320,37.275
104.437,68.991,37.710,37.351
105.669,70.316,37.871,37.645
106.913,71.570,38.019,38.065
107.340,73.714,38.121,38.390
114.489,78.598,38.436,38.651
115.793,78.942,38.786,38.735
117.110,79.972,39.039,38.841
118.684,83.923,39.231,39.019
123.718,85.699,39.885,38.583
123.163,87.617,40.427,38.429
123.445,88.275,40.696,38.402
123.404,88.325,40.975,38.460
129.038,93.316,41.299,38.543
129.257,94.026,41.296,38.966
130.350,94.442,41.268,39.069
136.801,98.181,41.597,39.032
137.326,97.593,41.671,39.127
141.904,101.695,41.593,39.162
141.023,101.500,41.525,39.208
150.281,108.358,41.639,39.081
153.780,109.626,41.680,38.894
158.033,114.889,41.555,38.787
158.168,114.470,41.549,38.842
162.983,118.467,41.569,38.895
162.604,119.760,41.821,38.751
167.931,123.354,42.187,38.571
172.966,127.625,42.186,38.751
172.166,127.846,42.143,38.860
171.734,127.742,42.109,39.024
170.254,125.214,41.863,39.157
169.819,127.073,41.775,39.194
168.556,123.246,41.755,39.199
167.148,124.808,41.803,39.053
166.323,125.849,41.762,39.035
170.053,127.646,41.798,38.954
170.098,129.079,41.782,38.929
175.163,131.000,41.779,38.882
180.050,132.950,41.774,38.797
180.201,135.043,41.722,38.733
185.254,137.834,41.726,38.696
226.800,133.631,42.178,37.588
221.698,129.977,43.044,36.504
219.220,129.256,43.130,35.949
216.112,127.182,43.406,35.366
211.778,123.437,43.604,34.806
208.372,120.786,43.478,34.121
205.527,118.838,43.284,33.461
201.373,116.956,43.008,32.789
198.063,114.255,42.243,32.465
