291.000,140.000,16.000,29.000
288.894,140.821,16.109,28.417
283.700,139.856,16.211,27.950
277.280,137.560,16.115,27.754
270.904,134.034,15.946,27.714
266.126,130.790,15.838,27.610
260.437,126.759,15.959,27.234
255.622,125.599,15.972,27.067
250.444,123.343,15.826,26.778
245.105,118.952,15.720,26.765
240.759,117.691,15.731,26.700
240.399,116.987,15.698,26.680
235.442,115.597,15.593,26.510
230.908,113.736,15.541,26.534
226.535,111.437,15.408,26.747
221.434,110.218,15.310,26.626
221.313,109.362,15.291,26.401
218.423,108.004,15.355,26.474
214.222,106.787,15.265,26.413
210.429,105.104,15.120,26.447
207.030,102.676,14.853,26.734
204.301,100.601,14.793,26.630
204.723,98.988,14.739,26.508
200.690,97.124,14.646,26.283
198.766,95.941,14.537,25.990
195.926,94.062,14.380,25.865
192.520,91.660,14.160,25.671
192.453,90.342,14.118,25.297
190.904,88.764,14.062,25.147
187.491,86.736,13.868,25.002
185.859,85.424,13.786,24.617
182.998,84.262,13.743,24.233
179.745,83.528,13.922,23.836
179.288,83.033,13.885,23.459
176.200,82.593,13.932,23.055
173.830,79.696,14.057,22.499
171.007,79.439,14.681,21.749
168.575,78.932,14.929,21.189
165.697,78.544,15.105,20.802
162.169,75.550,14.976,20.594
161.687,74.827,14.777,20.506
158.655,73.639,14.785,20.143
157.571,72.655,14.706,20.001
155.184,71.314,14.515,20.125
153.365,67.328,13.859,20.765
151.579,65.812,13.375,21.280
151.822,64.559,13.021,21.705
150.190,62.598,12.764,21.953
149.815,61.510,12.663,21.997
147.360,60.344,12.491,21.961
145.461,59.209,12.463,21.664
143.665,57.968,12.308,21.667
143.892,57.307,12.225,21.647
142.002,56.534,12.271,21.521
141.244,55.651,12.285,21.347
138.642,55.176,12.306,21.082
137.817,54.476,12.365,20.849
137.255,54.006,12.292,20.680
136.273,53.617,12.210,20.613
134.859,53.040,12.085,20.563
134.634,52.456,11.927,20.530
133.476,51.807,11.944,20.408
132.689,51.060,11.834,20.313
132.321,50.581,11.706,20.249
132.403,49.739,11.616,20.078
