94.000,201.000,35.000,59.000
96.483,199.738,34.010,59.647
97.572,199.360,33.381,59.857
99.337,197.649,32.729,60.007
99.530,197.715,32.202,60.053
99.928,198.537,31.753,60.025
105.744,198.879,31.452,59.678
105.973,198.502,31.142,59.454
111.296,201.525,30.926,59.396
110.881,200.971,30.730,59.170
116.210,200.092,30.545,58.853
116.021,199.548,30.363,58.643
116.598,201.881,30.271,58.428
117.429,200.557,30.112,58.225
123.462,199.747,29.887,58.024
124.022,200.056,29.604,57.666
124.338,200.214,29.355,57.264
130.402,199.564,28.961,57.118
131.147,199.365,28.741,56.680
131.627,200.572,28.493,56.112
131.766,200.905,28.205,55.707
131.938,201.211,27.957,55.354
133.037,201.235,27.632,55.408
133.594,201.283,27.296,55.303
135.291,199.885,27.265,54.869
136.184,199.944,27.247,54.292
137.373,200.162,27.079,54.268
138.337,199.882,26.956,54.206
143.692,198.885,26.707,53.999
143.882,198.835,26.535,53.778
143.884,199.278,26.364,53.509
144.168,199.298,26.141,53.275
144.372,199.707,25.969,53.034
145.738,198.988,25.951,52.538
146.861,198.650,25.782,52.055
147.650,198.477,25.729,51.719
148.146,198.537,25.674,51.398
152.671,198.881,25.449,51.143
152.399,199.031,25.246,50.903
152.893,198.334,25.184,50.774
153.314,197.873,25.085,50.638
153.707,197.781,25.019,50.375
157.933,200.933,24.677,50.316
158.223,199.920,24.494,50.208
159.057,201.202,24.341,49.985
159.739,200.147,24.334,49.570
164.392,198.334,24.297,49.369
164.488,196.862,24.193,48.979
164.701,196.544,24.062,48.712
165.064,196.317,23.917,48.449
165.248,196.233,23.825,48.209
166.138,196.079,23.518,48.136
166.560,196.586,23.300,47.881
167.911,195.722,23.240,47.526
168.666,196.168,23.286,47.138
169.211,196.482,23.233,46.868
169.846,197.992,23.369,46.429
170.753,198.248,23.310,46.199
171.605,198.779,23.287,46.115
172.359,198.838,23.253,46.098
173.061,198.296,23.287,45.907
173.378,198.218,23.265,45.737
173.745,197.342,23.375,45.638
173.831,197.274,23.446,45.474
174.877,196.787,23.567,45.332
175.592,196.531,23.551,45.089
175.852,196.951,23.496,44.821
176.442,197.072,23.291,44.807
176.963,196.724,23.067,44.795
177.671,195.699,22.976,44.767
178.224,195.789,22.769,44.729
